ลำดับที่,เลขที่ใบอนุญาต,ชื่อสถานพยาบาล,ผู้ประกอบกิจการ,ผู้ดำเนินการสถานพยาบาล,ที่อยู่,โทรศัพท์,หมายเหตุ,ประเภท,Facebookpage,Aboutfrompage,เบอร์โทรศัพท์,Urlfacebookpage,UrlProfile,เวลาเช็คอินล่าสุด,สถานะ,,,,,,
108,65101000661,บีแคร์คลินิกเวชกรรม,น.ส.สุภาพร  บุตรศรีคุ้ย,น.ส.วรินยุพา  ภักดีโต,59/16-17 ถ.ศรีธรรมฯ ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-000855,,เวชกรรม,บีแคร์ คลินิก สาขาปทุมทอง พิษณุโลก,ศูนเลเซอร์ ผิวพรรณ รูปร่างและเส้นผม ครบวงจร,055 000 855,https://www.facebook.com/becareclinic/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/13439198_1824292564465860_5773525538894630025_n.jpg?_nc_cat=105&_nc_oc=AQm7qmcBeVuRsKbUIcfJvTVfhOP_wXu_GYqsYfeFix1Z7aBrP3w0mCWM6kCnUpHSJS5FGIyynoEPwGyxLbffD-Dv&_nc_ht=scontent.fphs2-1.fna&oh=2b17090e3bfacd124c32a479784a95dd&oe=5DE73688,18/10/2019,เพจทางการ,,107,,,,
109,65101000761,คลินิกเวชกรรมทีพอยท์คลินิกสาขาพิษณุโลก,นายภิญโญ   ธรรมสุข,นายเจษฎา  จันทร์คฤหาสน์,242/11-12 ถ.บรมไตรฯ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,เวชกรรม,T-point clinic สาขาพิษณุโลก,,091 031 7484,https://www.facebook.com/T-point-clinic-%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%9E%E0%B8%B4%E0%B8%A9%E0%B8%93%E0%B8%B8%E0%B9%82%E0%B8%A5%E0%B8%81-1531609153612525/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/34727528_1531610963612344_6330915114383835136_n.jpg?_nc_cat=108&_nc_eui2=AeG5BdsiNiUYxIej4xYoQVeYpSzFYHjNSJsYVLUgWg65QtBZ6ykO5Pz1RfrfiwzcHJuK2gOzzNHd3TOGIba7WO-sRDkIlDFSbzQz68dQzoA09g&_nc_oc=AQkZB-xbwAKcwM5t46eDRmLwTJHR44n4lxDSnDlb4UDfMP_s_CAoygi6Wg9AZHI-fXBiGLVdkwUvwZKdbjZ-s3UM&_nc_ht=scontent.fphs2-1.fna&oh=46637493c1f9dd358e6f7478bec9ac7d&oe=5E1DCDA8,24/7/2019,เพจทางการ,,108,,,,
110,65101000861,คลินิกเวชกรรมนายแพทย์รัฐศาสตร์,นายรัฐศาสตร์  พุ่มรส,นายรัฐศาสตร์  พุ่มรส,"73/6,73/7 ม.11 ต.หัวรอ อ.เมือง จ.พิษณุโลก",,,เวชกรรม,คลินิกเวชกรรมนายแพทย์รัฐศาสตร์,"ตรวจรักษาโรคทั่วไปเด็ก ผู้ใหญ่
เย็บแผล ฉีดยา พ่นยา ให้น้ำเกลือ
รับประกันสังคม รพ.พุทธ",091 843 4929,https://www.facebook.com/ruttasatclinic/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/14632975_1599434770362419_328237977371366175_n.jpg?_nc_cat=110&_nc_oc=AQmZW0_bCLxnZYQIgHxk46C0CJoznO57kOh1NhKqHT3BRMtQtVYkufh_B-PuVVtQjrKhqcPDoIJjVyjCguqIr9gg&_nc_ht=scontent.fphs2-1.fna&oh=0bc5d6765270b55a6fde150bec04f0e3&oe=5DA4F2CC,117/2019,เพจทางการ,,109,,,,
111,65101000961,คลินิกเวชกรรมแพทย์พรจิตร,นางพรจิตร มีทวน,นางพรจิตร มีทวน,101/1 ม.7 ต.วัดจันทร์ อ.เมือง จ.พิษณุโลก,,,เวชกรรม,,,,,,,,,110,,,,
112,65101001061,คลินิกเวชกรรมนายแพทย์กิตติพิชญ์,นายกิตติพิชญ์  อุลิศ,นายกิตติพิชญ์  อุลิศ,21/1 ม.5 ต.บ้านกร่าง อ.เมือง จ.พิษณุโลก 65000,,,เวชกรรม,คลินิกนายแพทย์กิตติพิชญ์-หมอต้น,,095 643 6648,https://www.facebook.com/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%81%E0%B8%B4%E0%B8%95%E0%B8%95%E0%B8%B4%E0%B8%9E%E0%B8%B4%E0%B8%8A%E0%B8%8D%E0%B9%8C-%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B8%95%E0%B9%89%E0%B8%99-766481847024445/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/47178798_766498677022762_567504955217281024_n.jpg?_nc_cat=101&_nc_eui2=AeHMWQyFEgLoeuxCHiczu3A6rxvuB__XhtVBN0Dx-igCprNSrMwlCMc1yGlJe2x03DAphm92X8zWEqmGS9kzyhrvJKtuC5Rblk_a4frBp1-lrw&_nc_oc=AQnEGN0W2QqZHtCLZBk76LPxLxtuBO5GawVyu6R5KAyxStvK3EK21dn_j6tOu5TUGYYft9DH0-nz3kJB4XDDhzD-&_nc_ht=scontent.fphs2-1.fna&oh=a9339edf62854bd640d36149244d7ec3&oe=5E309600,15/10/2019,เพจทางการ,,111,,,,
113,65101001161,แรบบิทคลินิกเวชกรรม,นายภูวดล พลพวก,นายภูวดล พลพวก,38/18 ถนน เอกาทศรฐ ตำบล ในเมือง อำเภอ เมืองพิษณุโลก จังหวัด พิษณุโลก รหัสไปรษณีย์ 65000,,,เวชกรรม,Rabbit clinic เสริมจมูก จัดฟัน โบทอกซ์ ร้อยไหม ฉีดผิวขาวใส พิษณุโลก,เสริมจมูก ร้อยไหม โบทอกซ์ จัดฟัน,089 642 9592,https://www.facebook.com/rabbitclinics/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/37689829_509193019522989_8053111654784696320_n.jpg?_nc_cat=102&_nc_eui2=AeGPEoJnNcfFXgbTXrJH5So86GrOgt1OtllLXAQB4bnY_GX2fwvp8br6RNyVVDOq20njEDke6YLJdPPxZOpxWzByeGTAIMdZk8tqOYBGflBazg&_nc_oc=AQlFT4rCdSBAyYiSFkh0nhUIyUHO9jvSqok-Ujcw8lp-MYGtqLdBn5_aKqHgxP12cG9smZ_xHZaL1QDcBnFclCjO&_nc_ht=scontent.fphs2-1.fna&oh=b1eb75980b5443b70195aedbad9cf812&oe=5E23E767,18/10/2019,เพจทางการ,,112,,,,
114,65101001261,คลินิกเวชกรรมแพทย์ชวลิต(หมอจุ้ย),นายเชาวลิต คุ้มจุ้ย,นายเชาวลิต คุ้มจุ้ย,705/1 ถนน บรมไตรโลกนารถ2 ตำบล ในเมือง อำเภอ เมืองพิษณุโลก จังหวัด พิษณุโลก รหัสไปรษณีย์ 65000,,,เวชกรรม,,,,,,,,,113,,,,
115,65101001562,น้ำเพชรคลินิกเวชกรรม,นายศราวุธ กันทะวงศ์,นางสาวชลดา วิรัตกพันธ์,33/35 ห้อง 103 ซอย 1 ถนน พระลือ ตำบล ในเมือง อำเภอ เมืองพิษณุโลก จังหวัด พิษณุโลก รหัสไปรษณีย์ 65000,,,เวชกรรม,,,,,,,,,114,,,,
116,65101001662,นาราคลินิกเวชกรรม,นางสาวสิรีรัศมิ์ แก้ววิสูตรกุล,นางสาวชลดา วิรัตกพันธ์,95/18 ถนน ศรีถมอรัตน์ ตำบล ในเมือง อำเภอ เมืองพิษณุโลก จังหวัด พิษณุโลก รหัสไปรษณีย์ 65000,,,เวชกรรม,,,,,,,,,115,,,,
117,65101001762,มอนอคลินิกเวชกรรม,นางสาวภคมน มีส้ม,นางสาวมัณฑนัส พีระพัฒน์ชัย,335/34 หมู่ 7 ตำบล ท่าโพธิ์ อำเภอ เมืองพิษณุโลก จังหวัด พิษณุโลก รหัสไปรษณีย์ 65000,,,เวชกรรม,,,,,,,,,116,,,,
1,65102000826,หู คอ จมูกคลินิกเวชกรรม,นพ.วุฒิชัย      รุ่งโรจน์ชัยพร,นพ. วุฒิชัย      รุ่งโรจน์ชัยพร,76 ถ. พญาลิไท ต.ในเมือง อ. เมือง จ. พิษณุโลก ,055-241331,,เฉพาะทาง,หู ตา คอ จมูก แพทย์วุฒิชัย,,,https://www.facebook.com/pages/%E0%B8%AB%E0%B8%B9-%E0%B8%95%E0%B8%B2-%E0%B8%84%E0%B8%AD-%E0%B8%88%E0%B8%A1%E0%B8%B9%E0%B8%81-%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%A7%E0%B8%B8%E0%B8%92%E0%B8%B4%E0%B8%8A%E0%B8%B1%E0%B8%A2/210005809126294,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/p320x320/20914592_1539801639404293_2286325449746636062_n.jpg?_nc_cat=109&_nc_oc=AQlHkDVkOq20oiN9nGpWuUgsBHMMBLv4ATNQ_I8HDxHKwAZIqQXQFNNsAGkhIFXX_vywDKnBQOgRxT2okndBrxtf&_nc_ht=scontent.fphs2-1.fna&oh=5254da23069d66b0f7a9005588fe1cbb&oe=5DACEFAB,21/11/2018,เพจไม่เป็นทางการ,,117,1,,,
2,65102002633,จักษุคลินิกเวชกรรม,นพ.สุรเชษฐ์      สุธีรัตน์,สุรเชษฐ์      สุธีรัตน์,224/27 ถ.บรมไตรฯ ต.ในเมือง อ. เมือง จ. พิษณุโลก ,055-252733,,เฉพาะทาง,จักษุคลีนิค หมอสุรเชษฐ์,,,https://www.facebook.com/pages/%E0%B8%88%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B8%B8%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%84-%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B9%80%E0%B8%8A%E0%B8%A9%E0%B8%90%E0%B9%8C/376783085665898,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/p320x320/12241408_926370970787460_3571402492116780850_n.jpg?_nc_cat=101&_nc_eui2=AeGAccV3SGKNmqyaqaxUWTeFWtxlXrdTxRxAXQ16jtroBZEK-GWYPQooaR3nydpAXE03AJx2NDv7eFIAWlmOVpDkJi9Mk85blrNrz3179RUmow&_nc_oc=AQmus6uRW9o_7rEdv8aP5SymJz6KPSYi36wl1VZhJPoQaCAL59KjH8LtE0XOMDOcXE520agTSF0HIF39cXQSS48m&_nc_ht=scontent.fphs2-1.fna&oh=d4e9ff5d7286b17b2e7760d4f026f584&oe=5E1A68CF,12/9/2019,เพจไม่เป็นทางการ,,118,2,,,
3,65102053734,คลินิกนายแพทย์สุวิทย์ศัลยกรรมตกแต่ง,นพ.สุวิทย์      วงศ์บุษราคัม,นพ. สุวิทย์      วงศ์บุษราคัม,55/31 ถ. ศรีธรรมฯ ต. ในเมืองอ. เมือง จ. พิษณุโลก,055-259510,,เฉพาะทาง,คลินิกนายแพทย์สุวิทย์ ศัลยกรรมตกแต่ง,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%AA%E0%B8%B8%E0%B8%A7%E0%B8%B4%E0%B8%97%E0%B8%A2%E0%B9%8C-%E0%B8%A8%E0%B8%B1%E0%B8%A5%E0%B8%A2%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%95%E0%B8%81%E0%B9%81%E0%B8%95%E0%B9%88%E0%B8%87/1388114951454127,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c0.53.320.320a/p320x320/1779689_591393687619954_1940748580_n.jpg?_nc_cat=100&_nc_eui2=AeFD7DXK8FAQdOrhMkybMWcwRM28v5wlZLWMoNZJdDsbJSYRzaHEXXaV4epzrqO7ps4ctKTC1ukxT01jPKDhOHvuuhn6eN6y08zZ1NUuyR0GBg&_nc_oc=AQm27OZWYKS962dzrwnHhBqW707t4gDi5T4oJMFTUtNK5KJsTwzTDVkIsqdpmhAyocEsWiPEMVfjG6yRQS9Sa8ox&_nc_ht=scontent.fphs2-1.fna&oh=9013d4de60bf41c0f5bc4e00f2026f71&oe=5E5B5A26,23/1/2019,เพจไม่เป็นทางการ,,119,3,,,
4,65102071637,คลินิกพิชิตการแพทย์กระดูกและข้อ,นพ. พิชิต      ลิมปิเวศน์,นพ. พิชิต      ลิมปิเวศน์,201/13 ถ. เอกาทศรถ ต. ในเมือง อ. เมือง จ. พิษณุโลก ,055-242815,,เฉพาะทาง,คลินิกพิชิตการแพทย์,,"	089 704 0668",https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%9E%E0%B8%B4%E0%B8%8A%E0%B8%B4%E0%B8%95%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C/155208041231170,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/p320x320/12670813_1549576468673940_8665329436029702343_n.jpg?_nc_cat=103&_nc_eui2=AeGcNtRcooNnmUnbZC6KAjHz4R769lRTYjSVs4hz6QxJzGgPsLgW4Ml0Tzs_pMECMqBk3Iy28BIOoSX91LNN4vZONzoNHVOGll_2BViqUDkseA&_nc_oc=AQnml_cFRlGb51WhkoiNFaqsb3Jzil5ENz0FjMc4z4GlcvILILvXOp-iDT6m-aRBSry6-ehKt7CD35p70BrXB54K&_nc_ht=scontent.fphs2-1.fna&oh=a6e071beab4d56b58e14b9d458e8c513&oe=5E248CFF,6/10/2019,เพจไม่เป็นทางการ,,120,4,,,
5,65102000943,คลินิกแพทย์อังคณาโรคข้อและรูมาติซั่ม,พญ. อังคณา    นรเศรษฐ์ธาดา,พญ. อังคณา    นรเศรษฐ์ธาดา,183/28 ถ. เอกาทศรถ ต. ในเมือง อ. เมือง จ. พิษณุโลก ,055-230441,,เฉพาะทาง,คลีนิกแพทย์อังคณา รักษาโรคข้อและรูมาติซั่ม พิษณุโลก,,,https://www.facebook.com/%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%AD%E0%B8%B1%E0%B8%87%E0%B8%84%E0%B8%93%E0%B8%B2-%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B8%B2%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B8%82%E0%B9%89%E0%B8%AD%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%A3%E0%B8%B9%E0%B8%A1%E0%B8%B2%E0%B8%95%E0%B8%B4%E0%B8%8B%E0%B8%B1%E0%B9%88%E0%B8%A1-%E0%B8%9E%E0%B8%B4%E0%B8%A9%E0%B8%93%E0%B8%B8%E0%B9%82%E0%B8%A5%E0%B8%81-241245889419331/,,,เพจทางการ,,121,5,,,
6,65102000444,คลินิกแพทย์ผิวหนัง-อายุรกรรมศักดิ์ชัย-อรวรรณ,นพ. ศักดิ์ชัย    ไชยมหาพฤกษ์,นพ. ศักดิ์ชัย    ไชยมหาพฤกษ์,36/25 ถ. เอกาทศรถ ต. ในเมือง อ. เมือง จ. พิษณุโลก ,055-214734,,เฉพาะทาง,ศักดิ์ชัย อรวรรณ คลินิกผิวหนัง,,055 214 734,https://www.facebook.com/pages/%E0%B8%A8%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%8C%E0%B8%8A%E0%B8%B1%E0%B8%A2-%E0%B8%AD%E0%B8%A3%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93-%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%9C%E0%B8%B4%E0%B8%A7%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%87/593493490848094,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c0.53.320.320a/p320x320/61588949_2367062603524991_283159179416305664_n.jpg?_nc_cat=111&_nc_eui2=AeFDbZFZro2vLhIZ6LpZXA6QvDNVDtzHkotZLVS59HK089dmDR_I3V_4TpkSqlP5XJKnaDPHOINDN1vLjX0Q-uISQp82-bi9BN7SvXZFACAoow&_nc_oc=AQmXFCd4VdaSD7ySgq_eUWv9UBeGtQNv07GWSgK34Zgk14ZJV1PYkYfdP7qE8i-HCfxEbYSgV7YBUU0A1983F3b4&_nc_ht=scontent.fphs2-1.fna&oh=ac4e988b225d0e68e99af3aeb4b17c63&oe=5E301EEB,18/10/2019,เพจไม่เป็นทางการ,,122,6,,,
7,65102000146,คลินิกหู คอ จมูกแพทย์กาญจนา,พญ. กาญจนา    กังสดาลวิรุฬห์,พญ. กาญจนา    กังสดาลวิรุฬห์,194/2 ถ.บรมไตรฯ ต.ในเมือง อ. เมือง จ. พิษณุโลก ,055-219847,,เฉพาะทาง,คลีนิค หู คอ ตา จมูก แพทย์หญิงกาญจนา กังสดาลวิรุฬห์,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%84-%E0%B8%AB%E0%B8%B9-%E0%B8%84%E0%B8%AD-%E0%B8%95%E0%B8%B2-%E0%B8%88%E0%B8%A1%E0%B8%B9%E0%B8%81-%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%AB%E0%B8%8D%E0%B8%B4%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%8D%E0%B8%88%E0%B8%99%E0%B8%B2-%E0%B8%81%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%94%E0%B8%B2%E0%B8%A5%E0%B8%A7%E0%B8%B4%E0%B8%A3%E0%B8%B8%E0%B8%AC%E0%B8%AB%E0%B9%8C/643780929036767,,16/10/2019,เพจไม่เป็นทางการ,,123,7,,,
8,65102000346,คลินิก หู คอ จมูก แพทย์อดิศร,นพ. อดิศร ศิริเจริญพันธ์,นพ. อดิศร ศิริเจริญพันธ์,209/10 ถ.บรมไตรโลกนารถ อ.เมือง จ.พิษณุโลก ,,,เฉพาะทาง,คลินิก หู คอ จมูก หมออดิศร,แจ้งข่าวสาร ประชาสัมพันธ์ ติดต่อข้อมูล คลินิก,055 219 451,https://www.facebook.com/ENTallergyclinic/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/50218582_2249166088448773_7586046300785737728_n.jpg?_nc_cat=101&_nc_eui2=AeH-xBgN7a0zOumv2uQOhkyZ_f-9BG557tfcBubO735vizKTfIAFqINo6H2Cs4kw-qNQaKwARLXzGvsvpgoJaSpSUO9Sl4Lrwo2pyDhAN4no5Q&_nc_oc=AQmS6FxXMNbFm6A6Am4Yak26lUIn3bHm1UsRo9ODLChxU6a7FH9yh1ifuimNpKSGbQwPxh4MrUMo1-yb36lTQJSn&_nc_ht=scontent.fphs2-1.fna&oh=57136886f1c3984d831166b1a83a7961&oe=5E62E403,8/10/2019,เพจทางการ,,124,8,,,
9,65102000147,คลินิกแพทย์อนุรัฐ-พรรณพิมลโรคกระดูก-ผิวหนัง,นางพรรณพิมล ตันติจารุกร,พันเอกอนุรัฐ ตันติจารุกร,34/6-7 ถ.เจ้าพระยาสุรสีห์ ต.ในเมือง อ.เมือง จ.พิษณุโลก ,055-225187,,เฉพาะทาง,คลินิกแพทย์พรรณพิมล พิษณุโลก,"คลินิกโรคผิวหนัง แพทย์พรรณพิมล
ดูแลรักษาด้วยเทคโนโลยีทันสมัย",083 488 1155,https://www.facebook.com/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%9E%E0%B8%A3%E0%B8%A3%E0%B8%93%E0%B8%9E%E0%B8%B4%E0%B8%A1%E0%B8%A5-%E0%B8%9E%E0%B8%B4%E0%B8%A9%E0%B8%93%E0%B8%B8%E0%B9%82%E0%B8%A5%E0%B8%81-252006578495515/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/23905506_512018919160945_1780496360483474271_n.jpg?_nc_cat=109&_nc_oc=AQniXbQbtgR41ajGKrmCWep6j6jYn-ikbQIfa0gFlMQnJqry1P5-3w7vOg1ZR3mvLKS2qUWrIVkli272wDEN7Pje&_nc_ht=scontent.fphs2-1.fna&oh=2564cc82bbfac557750da59c785b7e1f&oe=5DE5EB2C,17/10/2019,เพจทางการ,,125,9,,,
10,65102000347,พิษณุโลกศัลยกรรมตกแต่งคลินิก,นพ.รัชพล สดาวรรธน์,นพ.รัชพล สดาวรรธน์,890/2-4 ถ.บรมไตรฯ2 ต.ในเมือง อ.เมือง จ.พิษณุโลก ,055-252210,,เฉพาะทาง,พิษณุโลกศัลยกรรมตกแต่งคลินิก -เพจคลินิก ไม่ใช่เอเจนซี่,ศูนย์ศัลยกรรมความงาม,089 744 4712,https://www.facebook.com/%E0%B8%9E%E0%B8%B4%E0%B8%A9%E0%B8%93%E0%B8%B8%E0%B9%82%E0%B8%A5%E0%B8%81%E0%B8%A8%E0%B8%B1%E0%B8%A5%E0%B8%A2%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%95%E0%B8%81%E0%B9%81%E0%B8%95%E0%B9%88%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81-%E0%B9%80%E0%B8%9E%E0%B8%88%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81-%E0%B9%84%E0%B8%A1%E0%B9%88%E0%B9%83%E0%B8%8A%E0%B9%88%E0%B9%80%E0%B8%AD%E0%B9%80%E0%B8%88%E0%B8%99%E0%B8%8B%E0%B8%B5%E0%B9%88-386496564893861/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/11887877_386633618213489_8534738032477160285_n.jpg?_nc_cat=109&_nc_oc=AQnr4lOIFODt2NwMVSzXUgZhsXDH3Z33UcMH-ghdS_js6PtxElYKg1CbVaH1Bs-skuJgSIiG_VGx1q118NodwKRI&_nc_ht=scontent.fphs2-1.fna&oh=0f675757e7c19ccf590b435de9513420&oe=5DE8557A,21/8/2019,เพจทางการ,,126,10,,,
11,65102000149,ปรัชญาคลินิกเวชกรรมศัลยกรรมตกแต่ง,นพ.ปรัชญา มากลิ่น,นพ.ปรัชญา มากลิ่น,231/9 ถ.มิตรภาพ ต.ในเมือง อ.เมือง จ.พิษณุโลก ,055-302655 ต่อ 102,,เฉพาะทาง,ปรัชญาคลินิก ศัลยกรรม พิษณุโลก,,055 302 655,https://www.facebook.com/%E0%B8%9B%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%8D%E0%B8%B2%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81-%E0%B8%A8%E0%B8%B1%E0%B8%A5%E0%B8%A2%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1-%E0%B8%9E%E0%B8%B4%E0%B8%A9%E0%B8%93%E0%B8%B8%E0%B9%82%E0%B8%A5%E0%B8%81-245688628896534/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/18699898_1058072334324822_169328982763147126_n.jpg?_nc_cat=108&_nc_eui2=AeG8Blh3ckcegx7DM53OZl1V33vki5X_pGqy1U4FlDGWWciVqUXb9mppe6sAKVNvQhy9fhjPue4oLZoDyuv_3BbKO4i4FQaLwMk00eb3TO0quA&_nc_oc=AQksR0LS_uqIciC08gKOBFYkHE0z0A0-fISK401XbI7-oQIB_e4THocKFirdN5Yq5sf19PXYD69ZwPNRPrZt7_ZC&_nc_ht=scontent.fphs2-1.fna&oh=35f2767762dd48004ef0c19ef39303a0&oe=5E1C2213,17/10/2019,เพจทางการ,,127,11,,,
