ลำดับที่,เลขที่ใบอนุญาต,ชื่อสถานพยาบาล,ผู้ประกอบกิจการ,ผู้ดำเนินการสถานพยาบาล,ที่อยู่,โทรศัพท์,หมายเหตุ,ประเภท,Facebookpage,Aboutfrompage,เบอร์โทรศัพท์,Urlfacebookpage,UrlProfile,เวลาเช็คอินล่าสุด,สถานะ
1,65102000826,หู คอ จมูกคลินิกเวชกรรม,นพ.วุฒิชัย      รุ่งโรจน์ชัยพร,นพ. วุฒิชัย      รุ่งโรจน์ชัยพร,76 ถ. พญาลิไท ต.ในเมือง อ. เมือง จ. พิษณุโลก ,241331,,เฉพาะทาง,หู ตา คอ จมูก แพทย์วุฒิชัย,,,https://www.facebook.com/pages/%E0%B8%AB%E0%B8%B9-%E0%B8%95%E0%B8%B2-%E0%B8%84%E0%B8%AD-%E0%B8%88%E0%B8%A1%E0%B8%B9%E0%B8%81-%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%A7%E0%B8%B8%E0%B8%92%E0%B8%B4%E0%B8%8A%E0%B8%B1%E0%B8%A2/210005809126294,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/p320x320/20914592_1539801639404293_2286325449746636062_n.jpg?_nc_cat=109&_nc_oc=AQlHkDVkOq20oiN9nGpWuUgsBHMMBLv4ATNQ_I8HDxHKwAZIqQXQFNNsAGkhIFXX_vywDKnBQOgRxT2okndBrxtf&_nc_ht=scontent.fphs2-1.fna&oh=5254da23069d66b0f7a9005588fe1cbb&oe=5DACEFAB,21/11/2018,เพจไม่เป็นทางการ
2,65102002633,จักษุคลินิกเวชกรรม,นพ.สุรเชษฐ์      สุธีรัตน์,สุรเชษฐ์      สุธีรัตน์,224/27 ถ.บรมไตรฯ ต.ในเมือง อ. เมือง จ. พิษณุโลก ,252733,,เฉพาะทาง,จักษุคลีนิค หมอสุรเชษฐ์,,,https://www.facebook.com/pages/%E0%B8%88%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B8%B8%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%84-%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B9%80%E0%B8%8A%E0%B8%A9%E0%B8%90%E0%B9%8C/376783085665898,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/p320x320/12241408_926370970787460_3571402492116780850_n.jpg?_nc_cat=101&_nc_oc=AQnWglEYWrWtkb0irq_n_yeQLURBAbbyiWHBCqckjwsd4w0-V_LopLdX1V_QzyKdd_nmGYt-wdDl4ppdFqHeETFL&_nc_ht=scontent.fphs2-1.fna&oh=ca0c0ff0a95ac8094c77e6cc784917ce&oe=5DA3C1CF,10/5/2019,เพจไม่เป็นทางการ
3,65102053734,คลินิกนายแพทย์สุวิทย์ศัลยกรรมตกแต่ง,นพ.สุวิทย์      วงศ์บุษราคัม,นพ. สุวิทย์      วงศ์บุษราคัม,55/31 ถ. ศรีธรรมฯ ต. ในเมืองอ. เมือง จ. พิษณุโลก,259510,,เฉพาะทาง,คลินิกนายแพทย์สุวิทย์ ศัลยกรรมตกแต่ง,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%AA%E0%B8%B8%E0%B8%A7%E0%B8%B4%E0%B8%97%E0%B8%A2%E0%B9%8C-%E0%B8%A8%E0%B8%B1%E0%B8%A5%E0%B8%A2%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%95%E0%B8%81%E0%B9%81%E0%B8%95%E0%B9%88%E0%B8%87/1388114951454127,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c0.53.320.320a/p320x320/1779689_591393687619954_1940748580_n.jpg?_nc_cat=100&_nc_oc=AQkrJ7Jm82n26lr0CbuIfnyoZFbNzS4XgWcXaqGG0M4VaJSByUtjFr7tmsvW8K39my8ZkQCy8ZO-7nuN8RsGMklE&_nc_ht=scontent.fphs2-1.fna&oh=b3a2abec55a38aba37125e478f6a1e6f&oe=5DE4B326,23/2/2019,เพจไม่เป็นทางการ
4,65102071637,คลินิกพิชิตการแพทย์กระดูกและข้อ,นพ. พิชิต      ลิมปิเวศน์,นพ. พิชิต      ลิมปิเวศน์,201/13 ถ. เอกาทศรถ ต. ในเมือง อ. เมือง จ. พิษณุโลก ,242815,,เฉพาะทาง,คลินิกพิชิตการแพทย์,,"	089 704 0668",https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%9E%E0%B8%B4%E0%B8%8A%E0%B8%B4%E0%B8%95%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C/155208041231170,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c0.53.320.320a/p320x320/47242426_2193158167673921_7803855920705830912_n.jpg?_nc_cat=101&_nc_oc=AQlFEAfE7vGsiP1ajh9LXRgXtFSARaiQCVocYWVlkKSG-sn8jNYQutVmOVtvLy5Tu1vuAfJPHtcbssIh_jlmwPoW&_nc_ht=scontent.fphs2-1.fna&oh=d3404f65c30ab3c83dfc960b006699c2&oe=5DDE6F64,24/6/2019,เพจไม่เป็นทางการ
5,65102000943,คลินิกแพทย์อังคณาโรคข้อและรูมาติซั่ม,พญ. อังคณา    นรเศรษฐ์ธาดา,พญ. อังคณา    นรเศรษฐ์ธาดา,183/28 ถ. เอกาทศรถ ต. ในเมือง อ. เมือง จ. พิษณุโลก ,230441,,เฉพาะทาง,คลีนิกแพทย์อังคณา รักษาโรคข้อและรูมาติซั่ม พิษณุโลก,,,https://www.facebook.com/%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%AD%E0%B8%B1%E0%B8%87%E0%B8%84%E0%B8%93%E0%B8%B2-%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B8%B2%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B8%82%E0%B9%89%E0%B8%AD%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%A3%E0%B8%B9%E0%B8%A1%E0%B8%B2%E0%B8%95%E0%B8%B4%E0%B8%8B%E0%B8%B1%E0%B9%88%E0%B8%A1-%E0%B8%9E%E0%B8%B4%E0%B8%A9%E0%B8%93%E0%B8%B8%E0%B9%82%E0%B8%A5%E0%B8%81-241245889419331/,,,เพจทางการ
6,65102000444,คลินิกแพทย์ผิวหนัง-อายุรกรรมศักดิ์ชัย-อรวรรณ,นพ. ศักดิ์ชัย    ไชยมหาพฤกษ์,นพ. ศักดิ์ชัย    ไชยมหาพฤกษ์,36/25 ถ. เอกาทศรถ ต. ในเมือง อ. เมือง จ. พิษณุโลก ,214734,,เฉพาะทาง,ศักดิ์ชัย อรวรรณ คลินิกผิวหนัง,,055 214 734,https://www.facebook.com/pages/%E0%B8%A8%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%8C%E0%B8%8A%E0%B8%B1%E0%B8%A2-%E0%B8%AD%E0%B8%A3%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93-%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%9C%E0%B8%B4%E0%B8%A7%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%87/593493490848094,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c0.53.320.320a/p320x320/61588949_2367062603524991_283159179416305664_n.jpg?_nc_cat=111&_nc_oc=AQkc9vUyihszcAK-6NCcLIsg4OE7QJ8drSDWfuFQQakqR2xy_l0oYQx3Js5vhh7isDQ_GybrYxNr3r-wLujwgQi1&_nc_ht=scontent.fphs2-1.fna&oh=ba07d2d75c08d5771e89f577e8c5d22a&oe=5DE104EB,21/6/2019,เพจไม่เป็นทางการ
7,65102000146,คลินิกหู คอ จมูกแพทย์กาญจนา,พญ. กาญจนา    กังสดาลวิรุฬห์,พญ. กาญจนา    กังสดาลวิรุฬห์,194/2 ถ.บรมไตรฯ ต.ในเมือง อ. เมือง จ. พิษณุโลก ,219847,,เฉพาะทาง,คลีนิค หู คอ ตา จมูก แพทย์หญิงกาญจนา กังสดาลวิรุฬห์,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%84-%E0%B8%AB%E0%B8%B9-%E0%B8%84%E0%B8%AD-%E0%B8%95%E0%B8%B2-%E0%B8%88%E0%B8%A1%E0%B8%B9%E0%B8%81-%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%AB%E0%B8%8D%E0%B8%B4%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%8D%E0%B8%88%E0%B8%99%E0%B8%B2-%E0%B8%81%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%94%E0%B8%B2%E0%B8%A5%E0%B8%A7%E0%B8%B4%E0%B8%A3%E0%B8%B8%E0%B8%AC%E0%B8%AB%E0%B9%8C/643780929036767,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c0.55.320.320a/p320x320/25289337_1350328248446473_8872925682450129704_n.jpg?_nc_cat=111&_nc_oc=AQkb1uJyvhrTlqSpPeSZpydDjmf3eSIU4hir9rgNIQ6SXJc9Mvj_g3ccfuCni1fLRIo4HEfYsVbgdYeEhlVDLRKD&_nc_ht=scontent.fphs2-1.fna&oh=946d5ec645a46f6b5ebb69832758ab45&oe=5DA7056D,11/7/2019,เพจไม่เป็นทางการ
8,65102000346,คลินิก หู คอ จมูก แพทย์อดิศร,นพ. อดิศร ศิริเจริญพันธ์,นพ. อดิศร ศิริเจริญพันธ์,209/10 ถ.บรมไตรโลกนารถ อ.เมือง จ.พิษณุโลก ,,,เฉพาะทาง,คลินิก หู คอ จมูก หมออดิศร,แจ้งข่าวสาร ประชาสัมพันธ์ ติดต่อข้อมูล คลินิก,055 219 451,https://www.facebook.com/ENTallergyclinic/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/50218582_2249166088448773_7586046300785737728_n.jpg?_nc_cat=101&_nc_oc=AQl7TSFQInYHmHBa8LVF0XGWaxSwS_qf_Yw7__SYIdPBYCIsPd2JfapBqIuVizDqsuM1h3ul32mk3O0QdH_Pfq4d&_nc_ht=scontent.fphs2-1.fna&oh=75dff7ed5450b6acc83e3d5392a261f8&oe=5DEC3D03,13/7/2019,เพจทางการ
9,65102000147,คลินิกแพทย์อนุรัฐ-พรรณพิมลโรคกระดูก-ผิวหนัง,นางพรรณพิมล ตันติจารุกร,พันเอกอนุรัฐ ตันติจารุกร,34/6-7 ถ.เจ้าพระยาสุรสีห์ ต.ในเมือง อ.เมือง จ.พิษณุโลก ,225187,,เฉพาะทาง,คลินิกแพทย์พรรณพิมล พิษณุโลก,"คลินิกโรคผิวหนัง แพทย์พรรณพิมล
ดูแลรักษาด้วยเทคโนโลยีทันสมัย",083 488 1155,https://www.facebook.com/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%9E%E0%B8%A3%E0%B8%A3%E0%B8%93%E0%B8%9E%E0%B8%B4%E0%B8%A1%E0%B8%A5-%E0%B8%9E%E0%B8%B4%E0%B8%A9%E0%B8%93%E0%B8%B8%E0%B9%82%E0%B8%A5%E0%B8%81-252006578495515/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/23905506_512018919160945_1780496360483474271_n.jpg?_nc_cat=109&_nc_oc=AQniXbQbtgR41ajGKrmCWep6j6jYn-ikbQIfa0gFlMQnJqry1P5-3w7vOg1ZR3mvLKS2qUWrIVkli272wDEN7Pje&_nc_ht=scontent.fphs2-1.fna&oh=2564cc82bbfac557750da59c785b7e1f&oe=5DE5EB2C,22/7/2019,เพจทางการ
10,65102000347,พิษณุโลกศัลยกรรมตกแต่งคลินิก,นพ.รัชพล สดาวรรธน์,นพ.รัชพล สดาวรรธน์,890/2-4 ถ.บรมไตรฯ2 ต.ในเมือง อ.เมือง จ.พิษณุโลก ,252210,,เฉพาะทาง,พิษณุโลกศัลยกรรมตกแต่งคลินิก -เพจคลินิก ไม่ใช่เอเจนซี่,ศูนย์ศัลยกรรมความงาม,089 744 4712,https://www.facebook.com/%E0%B8%9E%E0%B8%B4%E0%B8%A9%E0%B8%93%E0%B8%B8%E0%B9%82%E0%B8%A5%E0%B8%81%E0%B8%A8%E0%B8%B1%E0%B8%A5%E0%B8%A2%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%95%E0%B8%81%E0%B9%81%E0%B8%95%E0%B9%88%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81-%E0%B9%80%E0%B8%9E%E0%B8%88%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81-%E0%B9%84%E0%B8%A1%E0%B9%88%E0%B9%83%E0%B8%8A%E0%B9%88%E0%B9%80%E0%B8%AD%E0%B9%80%E0%B8%88%E0%B8%99%E0%B8%8B%E0%B8%B5%E0%B9%88-386496564893861/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/11887877_386633618213489_8534738032477160285_n.jpg?_nc_cat=109&_nc_oc=AQnr4lOIFODt2NwMVSzXUgZhsXDH3Z33UcMH-ghdS_js6PtxElYKg1CbVaH1Bs-skuJgSIiG_VGx1q118NodwKRI&_nc_ht=scontent.fphs2-1.fna&oh=0f675757e7c19ccf590b435de9513420&oe=5DE8557A,28/5/2019,เพจทางการ
11,65102000149,ปรัชญาคลินิกเวชกรรมศัลยกรรมตกแต่ง,นพ.ปรัชญา มากลิ่น,นพ.ปรัชญา มากลิ่น,231/9 ถ.มิตรภาพ ต.ในเมือง อ.เมือง จ.พิษณุโลก ,055-302655 ต่อ 102,,เฉพาะทาง,ปรัชญาคลินิก ศัลยกรรม พิษณุโลก,,055 302 655,https://www.facebook.com/%E0%B8%9B%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%8D%E0%B8%B2%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81-%E0%B8%A8%E0%B8%B1%E0%B8%A5%E0%B8%A2%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1-%E0%B8%9E%E0%B8%B4%E0%B8%A9%E0%B8%93%E0%B8%B8%E0%B9%82%E0%B8%A5%E0%B8%81-245688628896534/,https://scontent.fphs2-1.fna.fbcdn.net/v/t31.0-8/18620573_1058072334324822_169328982763147126_o.jpg?_nc_cat=108&_nc_oc=AQlaLcNlmglen_dwtyuLEx9cuPzGAaS_mN0Ke5gkJMDxqaH_wdQ-s9I5SjXVhJGCZMocxldNfZlyQG3DyT_b7i8x&_nc_ht=scontent.fphs2-1.fna&oh=a5745822cf5e369e2c3417e8edd0e4b1&oe=5DA09503,25/7/2019,เพจทางการ
12,65102000252,วิทยาจักษุคลินิกเวชกรรม,นพ.วิทยา  ปานะโปย,นพ.วิทยา  ปานะโปย,59/558 ถ.ศรีธรรมไตรปิกฎ ต.ในเมือง อ.เมือง จ.พิษณุโลก ,,,เฉพาะทาง,,,,,,,
13,65102000352,ศูนย์โรคตา-สายตา คลินิกจักษุแพทย์,หจก.วัชรัตน์ศิริยุทธ,นพ.วีรศักดิ์  วัชรัตน์ศิริยุทธ,57/164 ถ.พระองค์ดำ ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-303600,,เฉพาะทาง,,,,,,,
14,65102000253,คลินิกเด็กแพทย์ธรรมโรจน์,นายธรรมโรจน์  โล่ห์เลขา,นายธรรมโรจน์  โล่ห์เลขา,4/6 ถ.เจ้าพระยาสุรสีห์ ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-247302,,เฉพาะทาง,คลินิกหมอเด็กแพทย์ธรรมโรจน์,,055 247 302,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%94%E0%B9%87%E0%B8%81%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B9%82%E0%B8%A3%E0%B8%88%E0%B8%99%E0%B9%8C/336207593484769,,5/7/2019,เพจไม่เป็นทางการ
15,65102000353,คลินิกเวชกรรมรักษ์หัวใจ,นายพจน์  เจียรณ์มงคล,นายพจน์  เจียรณ์มงคล,103/30-31 ถ.ศรีธรรมไตรปิฎก ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-219280,,เฉพาะทาง,คลีนิครักษ์หัวใจ นพ.พจน์,,055 219 280,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B9%8C%E0%B8%AB%E0%B8%B1%E0%B8%A7%E0%B9%83%E0%B8%88-%E0%B8%99%E0%B8%9E%E0%B8%9E%E0%B8%88%E0%B8%99%E0%B9%8C/158957397568816,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/p320x320/10494673_10201862698320755_3271670014577766885_n.jpg?_nc_cat=101&_nc_oc=AQnNVEeXUZratSDJjweee2fNoWw6unIQY6FoBmei_jq-4qhaIcnEzz6JzCl6SAygjFYlFJnNE9DEwmCOoKUbIbrM&_nc_ht=scontent.fphs2-1.fna&oh=dcc0f86f7645fe15cd375558d1691324&oe=5DB21C58,25/7/2019,เพจไม่เป็นทางการ
16,65102000254,คลินิกตาแพทย์หญิงรสสุคนธ์,นางรสสุคนธ์  คชรัตน์,นางรสสุคนธ์  คชรัตน์,112/44-45 ถ.เอกาทศรฐ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,เฉพาะทาง,,,,,,,
17,65102000354,คลินิกจักษุเวชกรรมแพทย์ยิ่งพันธุ์,นายยิ่งพันธุ์  ธาราวัชรศาสตร์,นายยิ่งพันธุ์  ธาราวัชรศาสตร์,201/14 ถ.เอกาทศรฐ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,เฉพาะทาง,คลินิกโรคตา-แว่นตาหมอยิ่งพันธุ์,"Eye disease & Optics By Ophthalmologist
รักษาโรคตา และ แว่นตา โดยจักษุแพทย์เฉพาะทาง",055 219 068,https://www.facebook.com/yingpanclinic/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/18300899_1293117794089346_1284590488963715806_n.jpg?_nc_cat=100&_nc_oc=AQn0_t99Gm7HtcYWArKP1Pkb6ykwL53ifUHrGMI-TUDSie3JZZ4FGH0Q4-xPllUyK0ahDoQoAfeIFbB-nyBmYJaH&_nc_ht=scontent.fphs2-1.fna&oh=aa8f9f0da784599687a7134715454963&oe=5DA5AAC0,12/8/2018,เพจทางการ
18,65102000255,คลินิกเวชกรรมเฉพาะทางผิวหนังแพทย์นเรศ,นายนเรศ  วิไลสกุลยง,นายนเรศ  วิไลสกุลยง,66-67 ถ.พญาลิไท ต.ในเมือง อ.เมือง จ.พิษณุโลก,055--245308,,เฉพาะทาง,,,,,,,
19,65102000356,คลินิกเวชกรรมเฉพาะทางโรคสมองหมอเจษฎา,นายเจษฎา  ศรีกุลศศิธร,นายเจษฎา  ศรีกุลศศิธร,209/44 ถ.บรมไตรฯ ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-259972,,เฉพาะทาง,คลีนิคโรคสมองและระบบประสาทหมอเจษฏา,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%84%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B8%AA%E0%B8%A1%E0%B8%AD%E0%B8%87%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%9A%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%AA%E0%B8%B2%E0%B8%97%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%88%E0%B8%A9%E0%B8%8F%E0%B8%B2/100773926759217,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c0.53.320.320a/p320x320/10505627_772429152777233_2400837131019283234_n.jpg?_nc_cat=107&_nc_oc=AQlTKIQkW6Xugadk4aWB8ZU9RJaeeIdbNrk7H7jBmRnYGlhx37OWyglOxjWY2oBEDdIwh-0sbCbaTBCuwJzHkItv&_nc_ht=scontent.fphs2-1.fna&oh=a0d800606d8e5314886db386f9731643&oe=5DEACE7C,27/7/2019,เพจไม่เป็นทางการ
20,65102000656,คลินิกเวชกรรมเฉพาะทางศัลยกรรมตกแต่งแพทย์พัลลภา,น.ส.พัลลภา  วงศ์วนากุล,น.ส.พัลลภา  วงศ์วนากุล,5/47 ถ.ราเมศวร ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,เฉพาะทาง,หมอพัลลภาคลินิก,ศัลยกรรมตกแต่งและความงาม,080 133 5010,https://www.facebook.com/palapaclinic.plasticsurggery/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/16142616_1229807063772356_5601666934705745831_n.jpg?_nc_cat=104&_nc_oc=AQmqvoesVQdTOV40oYDB4rqOv2yXG8lX95O5scgkWoTcVMe6ctXPhRBjceI6o42tBMIHzmSkFWl6J2qzz96IZLAr&_nc_ht=scontent.fphs2-1.fna&oh=92d2a0dfdf41f62ae4675151cef7dabc&oe=5DB0143F,26/7/2019,เพจทางการ
